175,0.34375,1
175,1.54688,1
175,2.75,1
175,3.96875,1
176,5.17188,1
176,6.375,1
177,7.57813,1
177,8.79688,1
178,10,1
179,11.2031,1
180,12.4219,1
181,13.625,1
182,14.8281,1
183,16.0313,1
184,17.2344,1
185,18.4375,1
187,19.6406,1
188,20.8438,1
190,22.0469,1
192,23.25,1
193,23.9531,1
195,25.6563,1
197,26.8594,1
199,28.0625,1
201,29.2656,1
204,30.4688,1
206,31.6875,1
209,32.8906,1
211,34.0938,1
214,35.2969,1
217,35.875,1
221,37.7031,1
224,38.9063,1
227,40.1094,1
231,40.5625,1
235,41.5156,1
240,41.8438,1
244,44.5469,1
253,44.9531,1
248,45.5,1
259,46.2813,1
265,47.6094,1
0,50.8906,1
261,51.3594,1
0,52.0938,1
257,52.9375,1
253,54.6563,1
249,54.7344,1
245,57.5625,1
242,57.7656,1
238,58.8594,1
235,60.3125,1
232,63.0156,1
230,63.6094,1
227,65.4375,1
224,66.6406,1
222,67.8438,1
221,68.4375,1
219,69.0156,1
217,70.5938,1
216,72.6875,1
214,73.2656,1
213,74.7188,1
211,76.2969,1
210,77.5156,1
209,78.7188,1
208,79.9219,1
208,81.1406,1
207,82.3438,1
206,83.5469,1
206,84.75,1
206,85.3438,1
205,87.1875,1
205,88.625,1
205,89.5938,1
205,90.7813,1
205,91.9844,1
205,93.1719,1
205,94.375,1
206,95.5625,1
206,96.7656,1
206,97.9531,1
207,99.1563,1
208,100.359,1
209,101.547,1
210,101.75,1
211,103.438,1
212,105.141,1
213,105.469,1
214,107.531,1
216,108.734,1
217,108.922,1
219,111.125,1
221,111.438,1
222,113.516,1
225,113.953,1
229,115.469,1
227,115.531,1
231,118.297,1
234,118.625,1
236,118.688,1
239,120.391,1
242,121.578,1
245,123.047,1
248,123.594,1
255,125.625,1
251,126.422,1
259,127.438,1
263,128.891,1
267,130.094,1
271,130.547,1
276,131.5,1
281,133.203,1
287,134.156,1
292,134.484,1
296,136.438,1
0,139.984,1
284,140.031,1
279,141.109,1
0,141.188,1
274,142.438,1
270,143.641,1
265,145.094,1
262,146.172,1
258,148.125,1
255,148.703,1
249,150.984,1
251,151.031,1
243,153.75,1
246,154.547,1
240,156.203,1
238,156.797,1
234,158.688,1
236,159.109,1
233,160.141,1
231,162.719,1
229,162.797,1
228,164.5,1
225,166.266,1
226,166.328,1
224,167.844,1
223,169.922,1
223,170.875,1
222,171.703,1
221,173.531,1
221,174.109,1
220,175.938,1
220,177.125,1
220,177.328,1
220,179.297,1
220,179.734,1
220,181.938,1
220,183.141,1
221,183.469,1
221,185.547,1
221,186.234,1
222,187.188,1
223,188.844,1
222,189.141,1
224,191.422,1
225,192.75,1
227,193.656,1
226,193.953,1
228,196.344,1
230,197.047,1
233,198.578,1
231,198.75,1
234,199.281,1
238,202.313,1
236,202.359,1
242,204.078,1
240,204.766,1
245,205.031,1
247,206.984,1
250,207.563,1
252,208.516,1
255,209.719,1
258,211.922,1
261,213,1
265,213.328,1
268,214.906,1
272,215.469,1
276,217.297,1
281,218.625,1
286,218.703,1
289,219.781,1
289,221.609,1
282,223.188,1
275,224.516,1
269,225.469,1
263,226.422,1
258,228.625,1
253,229.188,1
248,230.641,1
245,232.344,1
240,232.797,1
236,234.75,1
233,236.578,1
230,236.906,1
226,239.609,1
221,240.516,1
223,240.813,1
218,242.844,1
216,243.781,1
213,245.609,1
211,246.813,1
209,248.016,1
208,249.219,1
206,250.422,1
204,251.625,1
203,252.828,1
202,254.031,1
200,255.234,1
199,256.188,1
198,257.641,1
198,258.844,1
197,260.047,1
196,261.25,1
196,262.203,1
195,263.672,1
194,264.859,1
194,266.063,1
194,267.141,1
194,268.469,1
194,269.672,1
194,270.875,1
194,272.078,1
194,273.281,1
195,273.734,1
196,275.688,1
196,276.891,1
196,278.094,1
197,278.672,1
198,280.5,1
199,281.703,1
200,282.891,1
201,283.969,1
202,285.297,1
203,286.5,1
204,287.688,1
205,288.891,1
207,290.094,1
208,291.297,1
210,292.734,1
212,293.688,1
214,294.016,1
216,295.219,1
218,297.281,1
220,298.484,1
223,298.563,1
225,300.891,1
228,302.078,1
231,303.281,1
237,304.063,1
234,304.484,1
241,305.25,1
244,306.328,1
248,307.531,1
252,308.609,1
256,309.922,1
259,311.125,1
258,311.953,1
252,313.781,1
246,314.594,1
241,316.172,1
235,318.25,1
231,319.078,1
227,320.031,1
222,322.484,1
218,323.688,1
215,324.906,1
211,326.109,1
208,327.313,1
205,328.516,1
203,329.734,1
200,330.938,1
198,332.141,1
195,333.359,1
193,334.563,1
191,335.766,1
189,336.969,1
188,337.813,1
186,339.391,1
184,340.594,1
183,341.813,1
182,343.016,1
181,344.219,1
180,345.422,1
179,346.641,1
178,347.844,1
177,349.047,1
177,350.266,1
176,351.469,1
176,352.672,1
175,353.875,1
175,355.094,1
175,356.297,1
175,357.5,1
175,359.125,1
